id	Sample_78647	Sample_78648	Sample_78649	Sample_78650	Sample_78651	Sample_78652	Sample_78653	Sample_78654
0610005C13Rik	3.25354952394511	2.62182396497371	2.691249907047	2.62886887864873	3.21884018707199	2.90375558374596	2.7740079779256	2.97173707600141
0610007C21Rik	8.73936356106195	9.5614969887531	8.26920543409898	9.48585934115766	8.27953410593073	9.76843222595764	8.46973421686618	9.74054087583816
0610007L01Rik	9.89391948840407	10.1656369504765	9.89849832214445	10.023892395273	10.1155093261315	10.1796613931032	9.90556720824641	10.176530173717
0610007N19Rik	6.05245521339126	6.59363422262077	5.59677413950618	6.62016609483459	5.33648724836894	6.37374975136384	5.95924258745691	6.37295779835771
0610007P08Rik	9.4531290833886	9.19345761136057	9.50945385102575	9.23169480731836	9.79429807538288	9.28397440632448	9.53207747506755	9.27879672623241
0610007P14Rik	7.94766650009416	9.31442799278337	7.82724175308397	9.2452620253037	7.52434545398369	9.42470281471049	7.80561378347112	9.42496427602566
0610007P22Rik	8.92977120161349	9.11113814979626	8.82023114747657	9.16536570610084	8.82676757579742	9.11541422568263	8.73141951989178	9.14666399452722
0610009B14Rik	0.603479015562626	0.620254536097574	0.606970924295501	0.561730643172809	0.706694450332493	0.928198747427153	1.12881055285131	0.605571156729985
0610009B22Rik	7.04563629552887	9.12908810544619	6.41181552208686	9.20791009572378	6.49435844012482	9.27920449032133	6.43138279509072	9.05240629733937
0610009D07Rik	9.76662402397679	10.1898648789963	9.40031566512398	10.3622610414196	9.17559598763149	10.263273588959	9.35177734096017	10.2651396118912
0610009L18Rik	5.43749620471148	6.65197234367453	5.31475262295066	6.40470059534242	5.2903719404713	6.67563403445444	5.41411603928035	6.3010619074758
0610009O20Rik	8.90600342562763	8.99744298172547	9.11122327797528	9.11005215647629	9.19550483911679	9.08086321530281	9.02094189142806	9.13806299252943
0610010B08Rik	5.4128961215079	5.21305750986556	5.47597892379272	5.0615028259114	4.81317376539296	4.90930518365992	5.42986638226826	5.34807774215
0610010F05Rik	10.3558313679828	10.2954856793757	10.2400391187164	10.2074646012694	10.4864907716271	10.2838317702585	10.3777562097906	10.2197204492626
0610010K14Rik	7.47329367833588	9.19516247289575	7.58654625146349	9.39480686488172	6.93458805703335	9.28844543116104	7.44780007030685	9.20972473105169
0610010O12Rik	8.92227218576137	9.24159574004545	8.31055373094987	9.19232106912734	7.92951543269553	9.40494212979054	8.16816517006247	9.23152186771259
0610011F06Rik	8.75170394450386	9.90257717465809	8.34146329519873	9.85616254270523	8.17067829113987	9.91452559643627	8.35969184321146	9.92074322286785
0610011L14Rik	9.10567494523943	9.73164218464137	9.63104457091742	9.76600134384252	9.51869445021248	9.62152425116039	9.50082112351838	9.8203208313214
0610012G03Rik	8.70406226534324	9.89640043120771	8.77669860844895	9.99547960472687	8.37059565442688	10.0644151625324	8.59675669628924	10.0781844309172
0610012H03Rik	-1.31606687597322	-1.34825168776776	-1.31358523180141	-1.34663890111727	-1.17481454773484	-1.28973653419592	-1.32560372820968	-1.34972872319888
0610030E20Rik	8.73982289776143	8.99582895978959	8.72529249972161	8.94456742124841	8.76623553754107	8.90194135681528	8.88526617797119	9.01088012985259
0610031J06Rik	7.44126258965283	8.20471060723368	7.88894758671137	8.24342039555828	7.7035246395543	8.11507122063153	7.63444401491072	8.13481670408283
0610037L13Rik	8.08103564506886	9.41629474501918	7.58703561288215	9.38720751299282	7.70174133175527	9.48865494454876	7.88240011917264	9.41205957705864
0610037P05Rik	8.0552165879374	10.3427613978188	7.73188851352374	10.3639999240204	7.58609523433057	10.3536980026767	7.86704566392581	10.2901541891284
0610038B21Rik	1.72995376300844	1.74765867931157	2.2972418969004	1.78205516869323	2.11985442184835	1.85872456544189	2.52401425816906	1.97022195339091
0610038L08Rik	2.89775653732863	1.82548816201801	2.41861554691559	1.94429690351671	2.58318249158442	1.81688710048077	2.7602260628473	1.79147885985206
0610039K10Rik	1.91170507310791	1.64943379926138	2.53242602475707	1.82946397445999	2.264449136183	2.11583065271856	2.4617416909118	1.81701199641988
0610040B10Rik	4.76185786227427	5.78549210546938	5.29310414390758	6.06543288180765	4.54097682679283	5.80072876545875	4.06351069892168	5.76107774327105
0610040F04Rik	4.83117549515278	5.29075622951299	4.10929712463602	4.86805391239463	4.6740510243501	5.10837013957746	5.3983362926309	5.47562143367912
0610040J01Rik	5.09524229386227	5.62903953025809	5.05406533729482	5.61692373429272	4.77899426423336	5.78252196110586	4.6146824904424	5.5314437748345
0610043K17Rik	6.80430217983164	3.824718411782	5.43769494320473	4.17962624691565	6.00920336677096	3.73358331172475	6.48111064850667	3.70898983729703
0910001L09Rik	7.47340520707945	9.59496235190972	7.47695451515376	9.54219318699488	7.27914418284957	9.69489683936333	7.36048456354041	9.54898041143749
100043387	4.67329739486182	4.36990077784096	3.7935751495804	4.58510939388704	3.73272813134128	3.97365114454219	4.14147581901967	3.78241736978439
1110001A16Rik	8.24567187237722	8.83579604778023	7.46495509816404	8.7692765274507	7.35710636028556	8.85343151398843	7.92962722535115	8.93395826288402
1110001J03Rik	6.76269324662081	9.20194358745371	6.53668620901041	9.03874648465614	6.14196195833711	9.17964161654307	6.23865384591238	9.20029514624589
1110002B05Rik	8.12215530410502	10.2869927464873	7.78686376744569	10.2370432233393	7.56009481071827	10.3499598669388	7.54397166300123	10.1240476850857
1110002L01Rik	5.92635238589198	6.29203157787191	5.72248584048985	6.16980886441732	5.84235351669922	6.0442319544843	5.56325294848213	6.19915754689094
1110002N22Rik	6.1088173134489	6.88917846026935	6.32868258598998	7.03773013516386	6.43305526681039	7.06361297347159	6.27153148548854	7.06234894005335
1110003E01Rik	10.1116963373063	11.7398755700734	9.76474322140833	11.7315394450543	9.58947824769207	11.8076975271919	9.68760426764743	11.7284268535887
1110004E09Rik	9.92213204777002	9.55355453760093	9.48032100443564	9.60826767795801	9.18749527123133	9.6640555665037	9.28256208106606	9.4834860021911
1110004F10Rik	11.6040608510045	11.8902881083167	11.011371585834	11.9062205756946	11.0179763745847	11.896579646656	11.0745301044338	11.8864456096174
1110005A03Rik	6.05794841807218	7.45972718603101	5.81574464928361	7.34913932515907	5.57393859776393	7.41550383817446	5.5719496873077	7.41809361265031
1110006O24Rik	4.27956690167325	4.44639967498582	4.45338053130082	4.38591370071187	3.87240461122906	4.69412325190619	4.22156771039641	4.86805201528687
1110007C09Rik	6.18423382492792	7.58586180974295	6.67431548916151	7.43633069171803	6.34848106217938	7.59702594064099	6.17712632125046	7.39401154922823
1110008F13Rik	7.98772699666553	8.13264349904219	7.7134257543319	8.19179051236194	7.62888707385158	8.39114785482831	7.77430977814856	8.4482122289505
1110008J03Rik	8.08312299961099	8.7068309902857	7.65320853499463	8.69339374822955	7.76404765287023	8.78769975574057	7.89996211078127	8.8285729140461
1110008L16Rik	7.06468441378789	7.72927584266284	7.48990077264967	7.59298815600217	7.61033450239521	7.40863391762468	7.56162086713689	7.49866100283834
1110008P14Rik	8.63971664798431	9.98849186987763	7.989745887929	10.0023681067914	7.72845279415599	10.0992697212338	7.86794998521303	10.0656412128667
1110012J17Rik	11.4339514337795	9.79745100522912	11.4781789331345	9.71194727933472	11.6698103075381	9.79622894187622	11.5080135277206	9.8209743450254
1110012L19Rik	7.09892965506492	8.39067779277243	6.37723420244476	8.43686863183875	6.68702717378952	8.37043012749905	6.4676923958678	8.48713734776054
1110014N23Rik	9.12411031651109	9.47044392488181	9.24904542778176	9.49960082469838	9.31711212387768	9.38999043787997	9.28034412569341	9.62611557034129
1110015O18Rik	5.69148532009268	6.538964741292	4.98808569264539	6.45358026833326	5.17133563757906	6.52906605400787	5.82579853089781	6.67177263492021
1110017D15Rik	5.26642236605783	6.66327498019224	5.8030060026153	6.61636784988415	5.08101423243899	6.71219679154928	5.42881123360816	6.46848951166342
1110017F19Rik	4.24850389056812	2.82377807047463	4.74318940858617	2.5956723164073	4.04916741435707	2.40892083603817	4.14161072055956	2.35414864007036
1110018G07Rik	10.3524126934339	10.24487737636	10.5175682957857	10.2538545859926	10.6875111772381	10.2173016629885	10.6431428354893	10.2770002494658
1110018J18Rik	7.29132172079689	6.75515128396354	7.02829739530409	6.68792389898693	7.08616240915147	6.42308809151113	6.79760677870399	6.56001973228988
1110019D14Rik	4.95113759689484	5.05804826142466	3.76659653168324	5.31647359405113	5.07860458575014	5.20373571890681	4.5882731310589	5.16627414466917
1110020A21Rik	4.19395872355375	4.43816215243316	4.48154206051009	4.19070469975829	4.24266727637758	4.35759361914709	3.82682532154701	4.15771945551841
1110020G09Rik	10.1529578444183	10.4436881968518	9.6687135777557	10.4877454454067	9.86834549045668	10.4698164627944	9.72918904671137	10.2824831231905
1110021J02Rik	9.26165040894433	9.08632476474018	9.28442310828843	9.03461598321123	9.40375671856642	9.08634292656809	9.31196340228254	9.12615432200841
1110021L09Rik	7.91140485615697	8.07460814362877	7.65153046923042	7.83511199870901	8.04572208320141	8.50418383030791	7.89860660001145	8.19955401218388
1110028C15Rik	9.24401914612538	8.06343841000642	8.66210300969722	8.2343379310315	8.82033388265102	8.13037456459305	8.96873998000343	8.02907829231362
1110028F11Rik	2.33115050339685	1.61750855398226	1.86322708253754	1.48884622405375	2.17253556847744	1.53963975916024	2.2214570547644	1.58385256920286
1110031I02Rik	6.33076098726626	6.25575708199618	6.79515828745786	6.31053676377099	6.16583663154231	6.64387930153475	5.91522253265721	6.68365760807121
1110032A03Rik	9.39334668970804	9.92502445369682	8.97284130679942	10.0310219736585	8.80911048369764	10.1101807808969	9.02498509330727	10.0074333726946
1110032A04Rik	5.32388077749666	6.85496050639735	5.28884685954698	6.68898360729813	5.03684141875454	6.92359232655327	5.50657788275551	6.83109006439979
1110032F04Rik	6.00902541544169	6.89080682476533	6.50378128901114	6.97140123348613	6.32292796562472	6.94920828525406	6.17827945961422	7.1379940607445
1110034A24Rik	7.12740070345194	7.16219407844897	7.17784791198334	7.05282620532207	6.69852051469224	7.19011180800395	7.33808567821535	7.30977191025715
1110034B05Rik	7.16858076482063	8.11278115317251	6.95443778723536	7.89160330455177	7.0512933881668	8.01393237077247	7.2946930810762	7.95297123022201
1110034G24Rik	6.26982892993358	7.33985098907502	5.51998120517425	7.39061975285551	5.91209182498271	7.34508213905283	5.68119489658464	7.48494397848846
1110035M17Rik	3.99689988895524	3.97567372997266	3.60383522608514	4.58092534097819	3.73359725449875	4.52993888745911	3.96783246104245	4.64017117904609
1110036E04Rik	-1.48562164036595	-1.50520879115797	-1.48421991539926	-1.5038689432549	-1.48959411954922	-1.43561013657408	-1.4910084093618	-1.47401861484276
1110037F02Rik	10.5287914916288	9.14800529547734	10.9166508715418	9.37032013831801	10.9036987018082	9.12439025832609	10.9438026102146	9.18876310677091
1110038B12Rik	5.67606253382393	8.04897101087603	7.02430526191926	7.87605850322722	6.30257480030295	7.94715047138378	6.09953762289552	8.01948606717654
1110038D17Rik	8.64984480126453	8.3735618936421	8.46970563753288	8.36430383979616	8.59197581881558	8.4995071306588	8.55619880381404	8.55808641801108
1110038F14Rik	8.28804219576602	8.61917217432986	8.00036495156236	8.76110371152095	8.05305013749019	8.58598934625629	7.91177098866695	8.57437706981367
1110046J04Rik	5.59614105633039	6.31726521077091	5.96150969347763	6.13802556204037	6.32448512712007	6.54549622919221	6.32665578446434	6.47426934784948
1110049F12Rik	11.1349870412214	12.1234055780735	10.7750357515687	12.1137585751665	10.6704681745971	12.2487028662599	10.7918708417954	12.1799307367222
1110050K14Rik	3.78282732960842	2.94699588449246	3.9955311901681	2.57677122091286	3.10526797061814	2.87319109528833	3.56003615485984	2.9039525993956
1110051M20Rik	10.4553885870068	11.4634934415085	10.3713205592356	11.5275404695568	10.4732187716356	11.5237767600576	10.3578763748504	11.5190257554194
1110054M08Rik	4.76970278729931	6.15207675190679	4.76082356333411	6.15225695784257	4.66591745542225	6.34071790449913	4.66404964991942	6.36590666098065
1110054O05Rik	6.90283441081979	8.1886357435613	7.37060668499463	8.16046299153069	7.32209669448385	8.23646424055824	6.87330061155353	8.22177623084889
1110057K04Rik	8.83575049372473	9.66197529370565	8.67784640889842	9.62611665145831	8.66680462559563	9.72280568898825	8.68034984457918	9.58665833113536
1110058L19Rik	8.156821519078	9.53131116580763	7.73394146767947	9.52493220133899	7.82787551735267	9.63004401461248	7.79032781732213	9.53793695690145
1110059E24Rik	8.61183960953291	9.98748931085358	8.30248505725241	9.96489098063086	8.30634395391552	9.94630463324649	8.38399799909199	9.93807860427001
